Price_List_Code,Source_Type,Assign_to_No,Product_No,Description,Unit_Cost,Unit_Price,Line_Discount_Percent,Minimum_Quantity,Starting_Date,Ending_Date,Posting_Group
GNB-01,Customer Price Group,GNB,PN65-21520-1800,"SECTION, KANATA, [18' 00""] X 21"", BCXL, STEEL GREY, SEC",270.91,387.01,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21520-1900,"SECTION, KANATA, [19' 00""] X 21"", BCXL, STEEL GREY, SEC",285.97,408.53,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21520-2000,"SECTION, KANATA, [20' 00""] X 21"", BCXL, STEEL GREY, SEC",301.03,430.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-0800,"SECTION, KANATA, [08' 00""] X 21"", BCXL, IRON ORE, SEC",120.43,172.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-0900,"SECTION, KANATA, [09' 00""] X 21"", BCXL, IRON ORE, SEC",135.48,193.54,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1000,"SECTION, KANATA, [10' 00""] X 21"", BCXL, IRON ORE, SEC",150.52,215.03,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1100,"SECTION, KANATA, [11' 00""] X 21"", BCXL, IRON ORE, SEC",165.58,236.54,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1200,"SECTION, KANATA, [12' 00""] X 21"", BCXL, IRON ORE, SEC",180.6,258.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1300,"SECTION, KANATA, [13' 00""] X 21"", BCXL, IRON ORE, SEC",195.65,279.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1400,"SECTION, KANATA, [14' 00""] X 21"", BCXL, IRON ORE, SEC",210.76,301.09,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1500,"SECTION, KANATA, [15' 00""] X 21"", BCXL, IRON ORE, SEC",225.77,322.53,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1600,"SECTION, KANATA, [16' 00""] X 21"", BCXL, IRON ORE, SEC",240.8,344.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1700,"SECTION, KANATA, [17' 00""] X 21"", BCXL, IRON ORE, SEC",255.87,365.53,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1800,"SECTION, KANATA, [18' 00""] X 21"", BCXL, IRON ORE, SEC",270.91,387.01,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-1900,"SECTION, KANATA, [19' 00""] X 21"", BCXL, IRON ORE, SEC",285.97,408.53,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21525-2000,"SECTION, KANATA, [20' 00""] X 21"", BCXL, IRON ORE, SEC",301.03,430.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-0800,"SECTION, KANATA, [08' 00""] X 21"", BCXL, NEW ALMOND, SEC",120.43,172.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-0900,"SECTION, KANATA, [09' 00""] X 21"", BCXL, NEW ALMOND, SEC",135.48,193.54,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1000,"SECTION, KANATA, [10' 00""] X 21"", BCXL, NEW ALMOND, SEC",150.52,215.03,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1100,"SECTION, KANATA, [11' 00""] X 21"", BCXL, NEW ALMOND, SEC",165.58,236.54,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1200,"SECTION, KANATA, [12' 00""] X 21"", BCXL, NEW ALMOND, SEC",180.6,258.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1300,"SECTION, KANATA, [13' 00""] X 21"", BCXL, NEW ALMOND, SEC",195.65,279.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1400,"SECTION, KANATA, [14' 00""] X 21"", BCXL, NEW ALMOND, SEC",210.76,301.09,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1500,"SECTION, KANATA, [15' 00""] X 21"", BCXL, NEW ALMOND, SEC",225.77,322.53,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1600,"SECTION, KANATA, [16' 00""] X 21"", BCXL, NEW ALMOND, SEC",240.8,344.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1700,"SECTION, KANATA, [17' 00""] X 21"", BCXL, NEW ALMOND, SEC",255.87,365.53,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1800,"SECTION, KANATA, [18' 00""] X 21"", BCXL, NEW ALMOND, SEC",270.91,387.01,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-1900,"SECTION, KANATA, [19' 00""] X 21"", BCXL, NEW ALMOND, SEC",285.97,408.53,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21530-2000,"SECTION, KANATA, [20' 00""] X 21"", BCXL, NEW ALMOND, SEC",301.03,430.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-0800,"SECTION, KANATA, [08' 00""] X 21"", BCXL, FRENCH OAK, SEC",138.5,197.86,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-0900,"SECTION, KANATA, [09' 00""] X 21"", BCXL, FRENCH OAK, SEC",155.79,222.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1000,"SECTION, KANATA, [10' 00""] X 21"", BCXL, FRENCH OAK, SEC",173.1,247.29,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1100,"SECTION, KANATA, [11' 00""] X 21"", BCXL, FRENCH OAK, SEC",190.42,272.03,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1200,"SECTION, KANATA, [12' 00""] X 21"", BCXL, FRENCH OAK, SEC",207.71,296.73,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1300,"SECTION, KANATA, [13' 00""] X 21"", BCXL, FRENCH OAK, SEC",225,321.43,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1400,"SECTION, KANATA, [14' 00""] X 21"", BCXL, FRENCH OAK, SEC",242.37,346.24,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1500,"SECTION, KANATA, [15' 00""] X 21"", BCXL, FRENCH OAK, SEC",259.64,370.91,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1600,"SECTION, KANATA, [16' 00""] X 21"", BCXL, FRENCH OAK, SEC",276.93,395.61,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1700,"SECTION, KANATA, [17' 00""] X 21"", BCXL, FRENCH OAK, SEC",294.26,420.37,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1800,"SECTION, KANATA, [18' 00""] X 21"", BCXL, FRENCH OAK, SEC",311.54,445.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-1900,"SECTION, KANATA, [19' 00""] X 21"", BCXL, FRENCH OAK, SEC",328.85,469.79,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21535-2000,"SECTION, KANATA, [20' 00""] X 21"", BCXL, FRENCH OAK, SEC",346.19,494.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21540-0800,"SECTION, KANATA, [08' 00""] X 21"", BCXL, HAZELWOOD, SEC",120.43,172.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21540-0900,"SECTION, KANATA, [09' 00""] X 21"", BCXL, HAZELWOOD, SEC",135.48,193.54,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21540-1200,"SECTION, KANATA, [12' 00""] X 21"", BCXL, HAZELWOOD, SEC",180.6,258.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21540-1400,"SECTION, KANATA, [14' 00""] X 21"", BCXL, HAZELWOOD, SEC",210.7,301.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21540-1600,"SECTION, KANATA, [16' 00""] X 21"", BCXL, HAZELWOOD, SEC",240.8,344.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-0800,"SECTION, KANATA, [08' 00""] X 21"", BCXL, WALNUT, SEC",138.5,197.86,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-0900,"SECTION, KANATA, [09' 00""] X 21"", BCXL, WALNUT, SEC",155.79,222.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1000,"SECTION, KANATA, [10' 00""] X 21"", BCXL, WALNUT, SEC",173.1,247.29,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1100,"SECTION, KANATA, [11' 00""] X 21"", BCXL, WALNUT, SEC",190.42,272.03,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1200,"SECTION, KANATA, [12' 00""] X 21"", BCXL, WALNUT, SEC",207.71,296.73,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1300,"SECTION, KANATA, [13' 00""] X 21"", BCXL, WALNUT, SEC",225,321.43,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1400,"SECTION, KANATA, [14' 00""] X 21"", BCXL, WALNUT, SEC",242.37,346.24,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1500,"SECTION, KANATA, [15' 00""] X 21"", BCXL, WALNUT, SEC",259.64,370.91,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1600,"SECTION, KANATA, [16' 00""] X 21"", BCXL, WALNUT, SEC",276.93,395.61,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1700,"SECTION, KANATA, [17' 00""] X 21"", BCXL, WALNUT, SEC",294.26,420.37,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1800,"SECTION, KANATA, [18' 00""] X 21"", BCXL, WALNUT, SEC",311.54,445.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-1900,"SECTION, KANATA, [19' 00""] X 21"", BCXL, WALNUT, SEC",328.85,469.79,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21551-2000,"SECTION, KANATA, [20' 00""] X 21"", BCXL, WALNUT, SEC",346.19,494.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-0800,"SECTION, KANATA, [08' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",138.5,197.86,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-0900,"SECTION, KANATA, [09' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",155.79,222.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1000,"SECTION, KANATA, [10' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",173.1,247.29,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1100,"SECTION, KANATA, [11' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",190.42,272.03,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1200,"SECTION, KANATA, [12' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",207.71,296.73,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1300,"SECTION, KANATA, [13' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",225,321.43,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1400,"SECTION, KANATA, [14' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",242.37,346.24,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1500,"SECTION, KANATA, [15' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",259.64,370.91,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1600,"SECTION, KANATA, [16' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",276.93,395.61,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1700,"SECTION, KANATA, [17' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",294.26,420.37,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1800,"SECTION, KANATA, [18' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",311.54,445.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-1900,"SECTION, KANATA, [19' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",328.85,469.79,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-21555-2000,"SECTION, KANATA, [20' 00""] X 21"", BCXL, ENGLISH CHESTNUT, SEC",346.19,494.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-0800,"SECTION, KANATA, [08' 00""] X 24"", FLUSH, WHITE, SEC",131.78,188.26,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-0900,"SECTION, KANATA, [09' 00""] X 24"", FLUSH, WHITE, SEC",148.26,211.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1000,"SECTION, KANATA, [10' 00""] X 24"", FLUSH, WHITE, SEC",164.71,235.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1100,"SECTION, KANATA, [11' 00""] X 24"", FLUSH, WHITE, SEC",181.19,258.84,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1200,"SECTION, KANATA, [12' 00""] X 24"", FLUSH, WHITE, SEC",197.67,282.39,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1300,"SECTION, KANATA, [13' 00""] X 24"", FLUSH, WHITE, SEC",214.15,305.93,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1400,"SECTION, KANATA, [14' 00""] X 24"", FLUSH, WHITE, SEC",230.62,329.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1500,"SECTION, KANATA, [15' 00""] X 24"", FLUSH, WHITE, SEC",247.1,353.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1600,"SECTION, KANATA, [16' 00""] X 24"", FLUSH, WHITE, SEC",263.56,376.51,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1700,"SECTION, KANATA, [17' 00""] X 24"", FLUSH, WHITE, SEC",280.03,400.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1800,"SECTION, KANATA, [18' 00""] X 24"", FLUSH, WHITE, SEC",296.49,423.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-1900,"SECTION, KANATA, [19' 00""] X 24"", FLUSH, WHITE, SEC",312.98,447.11,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24000-2000,"SECTION, KANATA, [20' 00""] X 24"", FLUSH, WHITE, SEC",329.45,470.64,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-0800,"SECTION, KANATA, [08' 00""] X 24"", FLUSH, SANDTONE, SEC",131.78,188.26,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-0900,"SECTION, KANATA, [09' 00""] X 24"", FLUSH, SANDTONE, SEC",148.26,211.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1000,"SECTION, KANATA, [10' 00""] X 24"", FLUSH, SANDTONE, SEC",164.71,235.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1100,"SECTION, KANATA, [11' 00""] X 24"", FLUSH, SANDTONE, SEC",181.19,258.84,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1200,"SECTION, KANATA, [12' 00""] X 24"", FLUSH, SANDTONE, SEC",197.67,282.39,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1300,"SECTION, KANATA, [13' 00""] X 24"", FLUSH, SANDTONE, SEC",214.15,305.93,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1400,"SECTION, KANATA, [14' 00""] X 24"", FLUSH, SANDTONE, SEC",230.62,329.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1500,"SECTION, KANATA, [15' 00""] X 24"", FLUSH, SANDTONE, SEC",247.1,353.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1600,"SECTION, KANATA, [16' 00""] X 24"", FLUSH, SANDTONE, SEC",264.18,377.4,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1700,"SECTION, KANATA, [17' 00""] X 24"", FLUSH, SANDTONE, SEC",280.03,400.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1800,"SECTION, KANATA, [18' 00""] X 24"", FLUSH, SANDTONE, SEC",296.49,423.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-1900,"SECTION, KANATA, [19' 00""] X 24"", FLUSH, SANDTONE, SEC",312.98,447.11,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24004-2000,"SECTION, KANATA, [20' 00""] X 24"", FLUSH, SANDTONE, SEC",329.45,470.64,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-0800,"SECTION, KANATA, [08' 00""] X 24"", FLUSH, BLACK, SEC",131.78,188.26,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-0900,"SECTION, KANATA, [09' 00""] X 24"", FLUSH, BLACK, SEC",148.26,211.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1000,"SECTION, KANATA, [10' 00""] X 24"", FLUSH, BLACK, SEC",164.71,235.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1100,"SECTION, KANATA, [11' 00""] X 24"", FLUSH, BLACK, SEC",181.19,258.84,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1200,"SECTION, KANATA, [12' 00""] X 24"", FLUSH, BLACK, SEC",186.48,266.4,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1300,"SECTION, KANATA, [13' 00""] X 24"", FLUSH, BLACK, SEC",214.15,305.93,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1400,"SECTION, KANATA, [14' 00""] X 24"", FLUSH, BLACK, SEC",230.62,329.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1500,"SECTION, KANATA, [15' 00""] X 24"", FLUSH, BLACK, SEC",247.1,353.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1600,"SECTION, KANATA, [16' 00""] X 24"", FLUSH, BLACK, SEC",263.56,376.51,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1700,"SECTION, KANATA, [17' 00""] X 24"", FLUSH, BLACK, SEC",280.03,400.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1800,"SECTION, KANATA, [18' 00""] X 24"", FLUSH, BLACK, SEC",296.49,423.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-1900,"SECTION, KANATA, [19' 00""] X 24"", FLUSH, BLACK, SEC",312.98,447.11,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24005-2000,"SECTION, KANATA, [20' 00""] X 24"", FLUSH, BLACK, SEC",329.45,470.64,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-0800,"SECTION, KANATA, [08' 00""] X 24"", FLUSH, BRONZE, SEC",131.78,188.26,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-0900,"SECTION, KANATA, [09' 00""] X 24"", FLUSH, BRONZE, SEC",148.26,211.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1000,"SECTION, KANATA, [10' 00""] X 24"", FLUSH, BRONZE, SEC",164.71,235.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1100,"SECTION, KANATA, [11' 00""] X 24"", FLUSH, BRONZE, SEC",181.19,258.84,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1200,"SECTION, KANATA, [12' 00""] X 24"", FLUSH, BRONZE, SEC",197.67,282.39,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1300,"SECTION, KANATA, [13' 00""] X 24"", FLUSH, BRONZE, SEC",214.15,305.93,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1400,"SECTION, KANATA, [14' 00""] X 24"", FLUSH, BRONZE, SEC",230.62,329.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1500,"SECTION, KANATA, [15' 00""] X 24"", FLUSH, BRONZE, SEC",247.1,353.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1600,"SECTION, KANATA, [16' 00""] X 24"", FLUSH, BRONZE, SEC",263.56,376.51,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1700,"SECTION, KANATA, [17' 00""] X 24"", FLUSH, BRONZE, SEC",280.03,400.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1800,"SECTION, KANATA, [18' 00""] X 24"", FLUSH, BRONZE, SEC",296.49,423.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-1900,"SECTION, KANATA, [19' 00""] X 24"", FLUSH, BRONZE, SEC",312.98,447.11,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24006-2000,"SECTION, KANATA, [20' 00""] X 24"", FLUSH, BRONZE, SEC",329.45,470.64,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-0800,"SECTION, KANATA, [08' 00""] X 24"", FLUSH, NEW BROWN, SEC",131.78,188.26,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-0900,"SECTION, KANATA, [09' 00""] X 24"", FLUSH, NEW BROWN, SEC",148.26,211.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1000,"SECTION, KANATA, [10' 00""] X 24"", FLUSH, NEW BROWN, SEC",164.71,235.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1100,"SECTION, KANATA, [11' 00""] X 24"", FLUSH, NEW BROWN, SEC",181.19,258.84,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1200,"SECTION, KANATA, [12' 00""] X 24"", FLUSH, NEW BROWN, SEC",197.67,282.39,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1300,"SECTION, KANATA, [13' 00""] X 24"", FLUSH, NEW BROWN, SEC",214.15,305.93,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1400,"SECTION, KANATA, [14' 00""] X 24"", FLUSH, NEW BROWN, SEC",230.62,329.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1500,"SECTION, KANATA, [15' 00""] X 24"", FLUSH, NEW BROWN, SEC",247.1,353.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1600,"SECTION, KANATA, [16' 00""] X 24"", FLUSH, NEW BROWN, SEC",263.56,376.51,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1700,"SECTION, KANATA, [17' 00""] X 24"", FLUSH, NEW BROWN, SEC",280.03,400.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1800,"SECTION, KANATA, [18' 00""] X 24"", FLUSH, NEW BROWN, SEC",296.49,423.56,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-1900,"SECTION, KANATA, [19' 00""] X 24"", FLUSH, NEW BROWN, SEC",312.98,447.11,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-2000,"SECTION, KANATA, [20' 00""] X 24"", FLUSH, NEW BROWN, SEC",329.45,470.64,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24010-2200,"SECTION, KANATA, [22' 00""] X 24"", FLUSH, NEW BROWN, SEC",362.39,517.7,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-0800,"SECTION, KANATA, [08' 00""] X 24"", FLUSH, STEEL GREY, SEC",131.78,188.26,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-0900,"SECTION, KANATA, [09' 00""] X 24"", FLUSH, STEEL GREY, SEC",148.26,211.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1000,"SECTION, KANATA, [10' 00""] X 24"", FLUSH, STEEL GREY, SEC",164.71,235.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1100,"SECTION, KANATA, [11' 00""] X 24"", FLUSH, STEEL GREY, SEC",181.19,258.84,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1200,"SECTION, KANATA, [12' 00""] X 24"", FLUSH, STEEL GREY, SEC",197.67,282.39,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1300,"SECTION, KANATA, [13' 00""] X 24"", FLUSH, STEEL GREY, SEC",214.15,305.93,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1400,"SECTION, KANATA, [14' 00""] X 24"", FLUSH, STEEL GREY, SEC",230.62,329.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1500,"SECTION, KANATA, [15' 00""] X 24"", FLUSH, STEEL GREY, SEC",247.1,353.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1600,"SECTION, KANATA, [16' 00""] X 24"", FLUSH, STEEL GREY, SEC",263.56,376.51,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1700,"SECTION, KANATA, [17' 00""] X 24"", FLUSH, STEEL GREY, SEC",280.03,400.04,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN65-24020-1800,"SECTION, KANATA, [18' 00""] X 24"", FLUSH, STEEL GREY, SEC",296.49,423.56,0,0,2026-05-06,,RESI
